pitcher_id,pitcher_name,team,era,whip,k9,fip,bb9,k_bb_pct,hr9,ip,is_left,wins,losses,k,walks,home_runs,batters_faced,games_started,games_pitched,saves,holds
688642,Zach Agnos,,6.08,1.65,8.78,3.575,4.05,0.1167,0.67,13.333333333333334,0,0,0,13.0,6.0,1.0,60.0,0,7,1,0
663558,Jovani Morán,,2.03,1.05,10.13,3.725,5.4,0.1296,0.67,13.333333333333334,1,0,0,15.0,8.0,1.0,54.0,0,7,0,0
670245,Ryan Watson,,8.1,1.8,4.05,6.8,4.73,-0.0154,2.02,13.333333333333334,0,0,0,6.0,7.0,3.0,65.0,0,10,0,1
642121,Cole Sulser,,4.05,1.73,6.08,4.4,4.73,0.0323,0.67,13.333333333333334,0,1,0,9.0,7.0,1.0,62.0,1,9,0,1
669330,Tyler Wells,,4.15,1.23,11.08,3.6615,2.77,0.2182,1.38,13.0,0,0,1,16.0,4.0,2.0,55.0,0,10,0,4
500779,Jose Quintana,,6.23,1.85,2.77,7.6615,6.23,-0.0806,2.08,13.0,1,0,2,4.0,9.0,3.0,62.0,3,3,0,0
669438,Mason Englert,,7.11,1.82,7.11,6.6737,2.84,0.1,2.84,12.666666666666666,0,0,1,10.0,4.0,4.0,60.0,1,9,1,0
656641,Jacob Latz,,1.42,0.55,7.11,3.3579,2.13,0.1522,0.71,12.666666666666666,1,0,1,10.0,3.0,1.0,46.0,1,10,0,2
676571,PJ Poulin,,4.97,1.58,5.68,6.9105,5.68,0.0,2.13,12.666666666666666,1,2,0,8.0,8.0,3.0,56.0,3,14,0,3
680755,Braydon Fisher,,0.71,0.79,8.53,2.8053,1.42,0.2326,0.71,12.666666666666666,0,0,0,12.0,2.0,1.0,43.0,1,11,0,4
699134,Bradgley Rodriguez,,0.73,1.05,8.76,1.9838,2.19,0.1837,0.0,12.333333333333334,0,0,0,12.0,3.0,0.0,49.0,0,10,0,3
696147,Sam Bachman,,2.92,1.22,10.22,2.8757,5.84,0.12,0.0,12.333333333333334,0,0,0,14.0,8.0,0.0,50.0,0,8,0,3
686973,Louis Varland,,0.0,0.89,13.86,0.8486,2.19,0.3556,0.0,12.333333333333334,0,1,1,19.0,3.0,0.0,45.0,0,11,0,3
606996,Kyle Hart,,5.11,1.14,5.11,3.2811,3.65,0.0392,0.0,12.333333333333334,1,0,0,7.0,5.0,0.0,51.0,0,8,0,4
676760,Ron Marinaccio,,3.65,1.05,8.03,4.4973,2.92,0.1489,1.46,12.333333333333334,0,0,0,11.0,4.0,2.0,47.0,0,8,0,1
700249,Cade Povich,,2.19,0.97,5.11,3.8486,2.19,0.0833,0.73,12.333333333333334,1,1,0,7.0,3.0,1.0,48.0,1,2,0,0
676617,Riley O'Brien,,0.0,0.41,10.22,0.9297,0.0,0.3415,0.0,12.333333333333334,0,3,0,14.0,0.0,0.0,41.0,0,12,6,1
694335,Matt Svanson,,12.0,2.42,7.5,7.5333,8.25,-0.0156,2.25,12.0,0,0,1,10.0,11.0,3.0,64.0,0,10,0,1
668941,JoJo Romero,,2.25,1.08,4.5,4.2833,3.0,0.0417,0.75,12.0,1,0,0,6.0,4.0,1.0,48.0,0,11,0,6
663969,Tyler Phillips,,0.75,1.25,11.25,2.7,6.0,0.1321,0.0,12.0,0,0,0,15.0,8.0,0.0,53.0,0,6,1,0
668933,Graham Ashcraft,,1.5,1.17,10.5,2.3667,4.5,0.1702,0.0,12.0,0,0,0,14.0,6.0,0.0,47.0,0,12,1,6
686993,Justin Sterner,,3.75,1.67,10.5,3.2,3.75,0.1607,0.75,12.0,0,0,2,14.0,5.0,1.0,56.0,0,10,0,5
641835,Tim Mayza,,3.0,0.83,9.0,2.2,3.0,0.1702,0.0,12.0,1,0,1,12.0,4.0,0.0,47.0,0,10,0,1
668984,Casey Legumina,,4.63,1.54,6.94,2.4286,2.31,0.1132,0.0,11.666666666666666,0,0,1,9.0,3.0,0.0,53.0,0,8,0,0
673929,Jordan Leasure,,4.63,1.11,6.94,6.2857,3.86,0.0851,2.31,11.666666666666666,0,1,0,9.0,5.0,3.0,47.0,1,11,0,3
642397,Gregory Soto,,0.77,0.69,12.34,3.1143,4.63,0.2273,0.77,11.666666666666666,1,0,0,16.0,6.0,1.0,44.0,0,12,1,5
664141,JT Brubaker,,2.38,1.59,6.35,5.0529,6.35,0.0,0.79,11.333333333333334,0,0,0,8.0,8.0,1.0,48.0,0,9,0,0
691799,Grant Taylor,,3.97,1.24,12.71,1.4353,3.18,0.25,0.0,11.333333333333334,0,0,0,16.0,4.0,0.0,48.0,4,9,0,1
595345,Steven Okert,,3.18,0.97,7.15,4.0824,3.97,0.093,0.79,11.333333333333334,1,0,0,9.0,5.0,1.0,43.0,0,12,0,2
643511,Tyler Rogers,,0.79,1.06,3.97,3.3765,3.18,0.0213,0.0,11.333333333333334,0,1,1,5.0,4.0,0.0,47.0,0,11,0,3
641302,Tyler Alexander,,0.79,1.24,7.94,2.2294,2.38,0.1489,0.0,11.333333333333334,1,0,0,10.0,3.0,0.0,47.0,0,11,2,3
687396,Brent Headrick,,1.59,1.5,10.32,2.2294,3.97,0.1569,0.0,11.333333333333334,1,1,0,13.0,5.0,0.0,51.0,0,13,0,1
670036,Matt Festa,,6.35,1.24,7.15,4.1706,0.79,0.1569,1.59,11.333333333333334,0,1,0,9.0,1.0,2.0,51.0,0,9,1,0
669199,Lake Bachar,,2.38,0.97,11.91,2.1412,4.76,0.2,0.0,11.333333333333334,0,0,0,15.0,6.0,0.0,45.0,0,6,0,1
660761,José Suarez,,6.35,1.94,9.53,2.4059,3.97,0.1321,0.0,11.333333333333334,1,0,1,12.0,5.0,0.0,53.0,1,5,1,0
641941,Emilio Pagán,,4.76,1.24,7.94,5.3176,4.76,0.0833,1.59,11.333333333333334,0,2,0,10.0,6.0,2.0,48.0,0,11,6,0
695243,Mason Miller,,0.0,0.35,21.44,-1.0353,1.59,0.6579,0.0,11.333333333333334,0,1,0,27.0,2.0,0.0,38.0,0,11,8,0
623454,Drew Anderson,,7.94,1.68,7.94,5.5824,5.56,0.0556,1.59,11.333333333333334,0,0,0,10.0,7.0,2.0,54.0,0,7,1,1
689296,Anthony Nunez,,1.59,0.71,10.32,3.7294,1.59,0.2619,1.59,11.333333333333334,0,1,0,13.0,2.0,2.0,42.0,0,10,0,3
681982,Grant Anderson,,3.18,1.06,7.15,3.2,4.76,0.0682,0.0,11.333333333333334,0,0,1,9.0,6.0,0.0,44.0,0,11,0,4
623474,Jimmy Herget,,1.64,0.91,6.55,2.2909,1.64,0.1395,0.0,11.0,0,0,1,8.0,2.0,0.0,43.0,2,10,1,3
671922,Cade Smith,,4.09,1.27,11.45,2.6545,2.45,0.2292,0.82,11.0,0,2,0,14.0,3.0,1.0,48.0,0,11,5,0
670329,Rico Garcia,,0.0,0.36,9.0,2.2909,3.27,0.1892,0.0,11.0,0,2,0,11.0,4.0,0.0,37.0,0,11,1,4
665152,Dean Kremer,,4.09,0.91,13.09,5.5636,1.64,0.3256,3.27,11.0,0,0,1,16.0,2.0,4.0,43.0,2,2,0,0
642701,Dennis Santana,,0.82,0.82,5.73,3.2909,4.09,0.0476,0.0,11.0,0,2,1,7.0,5.0,0.0,42.0,0,11,2,2
672582,Angel Zerpa,,5.73,1.73,4.09,4.8364,4.09,0.0,0.82,11.0,1,0,1,5.0,5.0,1.0,47.0,0,10,2,2
688158,David Morgan,,1.64,1.55,9.0,4.8364,7.36,0.04,0.82,11.0,0,2,0,11.0,9.0,1.0,50.0,0,8,0,0
681293,Spencer Arrighetti,,2.45,1.45,10.64,3.0182,6.55,0.0962,0.0,11.0,0,2,0,13.0,8.0,0.0,52.0,2,2,0,0
663855,Jordan Hicks,,4.91,1.91,4.91,4.5636,7.36,-0.0588,0.0,11.0,0,0,1,6.0,9.0,0.0,51.0,0,11,1,1
700669,Gordon Graceffo,,0.84,0.84,5.06,3.7625,5.06,0.0,0.0,10.666666666666666,0,1,0,6.0,6.0,0.0,40.0,0,8,1,1
670970,Adrian Morejon,,6.75,1.59,8.44,1.8875,1.69,0.1633,0.0,10.666666666666666,1,2,0,10.0,2.0,0.0,49.0,0,9,0,3
686613,Hunter Brown,,0.84,1.03,14.34,1.7,5.06,0.2558,0.0,10.666666666666666,0,1,0,17.0,6.0,0.0,43.0,2,2,0,0
571948,Hoby Milner,,1.69,0.94,0.84,4.7938,1.69,-0.0244,0.84,10.666666666666666,1,0,0,1.0,2.0,1.0,41.0,0,10,0,1
681870,Erik Sabrowski,,3.38,0.94,15.19,2.45,4.22,0.3095,0.84,10.666666666666666,1,0,1,18.0,5.0,1.0,42.0,0,12,0,9
677865,Justin Bruihl,,6.75,1.59,5.06,5.5438,6.75,-0.0408,0.84,10.666666666666666,1,0,0,6.0,8.0,1.0,49.0,0,12,0,4
678368,Valente Bellozo,,7.59,1.59,6.75,9.7625,5.91,0.0208,4.22,10.666666666666666,0,0,1,8.0,7.0,5.0,48.0,0,3,0,0
693855,Ian Seymour,,8.44,1.5,10.97,2.5438,1.69,0.234,0.84,10.666666666666666,1,0,0,13.0,2.0,1.0,47.0,0,9,0,4
672335,Cionel Pérez,,5.91,1.59,5.91,5.7313,4.22,0.0426,1.69,10.666666666666666,1,1,2,7.0,5.0,2.0,47.0,0,11,0,4
663992,Richard Lovelady,,3.48,1.65,7.84,4.7484,6.1,0.0435,0.87,10.333333333333334,1,1,1,9.0,7.0,1.0,46.0,0,8,0,0
694851,Andrew Hoffmann,,1.74,1.16,9.58,5.329,5.23,0.1163,1.74,10.333333333333334,0,1,0,11.0,6.0,2.0,43.0,0,6,0,0
666661,Juan Morillo,,2.61,0.97,8.71,3.6839,3.48,0.1463,0.87,10.333333333333334,0,1,1,10.0,4.0,1.0,41.0,0,11,1,6
596001,Jakob Junis,,2.61,0.87,5.23,3.2,3.48,0.0488,0.0,10.333333333333334,0,0,0,6.0,4.0,0.0,41.0,0,9,3,3
656546,Jeff Hoffman,,6.97,1.94,20.03,3.0065,5.23,0.3269,1.74,10.333333333333334,0,1,2,23.0,6.0,2.0,52.0,0,11,3,0
693686,Spencer Miles,,3.48,1.35,7.84,5.1355,3.48,0.1136,1.74,10.333333333333334,0,1,0,9.0,4.0,2.0,44.0,0,6,0,0
666171,Ryan Zeferjahn,,6.1,1.45,11.32,2.4258,5.23,0.1489,0.0,10.333333333333334,0,1,1,13.0,6.0,0.0,47.0,0,7,0,0
656271,Brock Burke,,0.87,1.16,11.32,1.8452,3.48,0.2143,0.0,10.333333333333334,1,1,1,13.0,4.0,0.0,42.0,0,11,1,1
664199,Taylor Clarke,,3.48,0.68,5.23,3.2968,0.0,0.1622,0.87,10.333333333333334,0,1,0,6.0,0.0,1.0,37.0,0,10,0,5
623437,Justin Topa,,4.35,1.55,5.23,4.4581,3.48,0.0444,0.87,10.333333333333334,0,0,1,6.0,4.0,1.0,45.0,0,13,1,2
680767,Victor Vodnik,,3.6,1.8,5.4,4.8,4.5,0.0213,0.9,10.0,0,0,1,6.0,5.0,1.0,47.0,0,9,3,0
668873,Caleb Kilian,,0.9,0.8,12.6,3.5,5.4,0.2105,0.9,10.0,0,1,0,14.0,6.0,1.0,38.0,0,10,0,1
681867,Cooper Criswell,,1.8,1.1,7.2,5.1,2.7,0.1351,1.8,10.0,0,0,0,8.0,3.0,2.0,37.0,0,7,1,0
674370,Osvaldo Bido,,6.3,1.2,5.4,4.8,4.5,0.0244,0.9,10.0,0,1,0,6.0,5.0,1.0,41.0,0,6,1,0
642528,Jonathan Loáisiga,,4.5,1.3,7.2,3.2,0.9,0.1667,0.9,10.0,0,0,1,8.0,1.0,1.0,42.0,0,10,1,4
593974,Wandy Peralta,,1.8,1.5,9.0,3.4,2.7,0.1591,0.9,10.0,1,0,0,10.0,3.0,1.0,44.0,0,10,0,1
687911,Bryan King,,1.8,1.2,10.8,1.7,2.7,0.2,0.0,10.0,1,0,1,12.0,3.0,0.0,45.0,0,8,1,2
663574,Tony Santillan,,0.0,0.9,10.8,2.6,5.4,0.1622,0.0,10.0,0,1,0,12.0,6.0,0.0,37.0,0,10,1,7
640448,Kyle Finnegan,,0.0,1.3,3.6,4.8,7.2,-0.1,0.0,10.0,0,1,0,4.0,8.0,0.0,40.0,0,10,0,2
641755,Tyler Kinley,,0.9,0.7,8.1,2.3,2.7,0.1622,0.0,10.0,0,3,0,9.0,3.0,0.0,37.0,0,11,0,2
663947,Tyler Holton,,3.6,1.5,7.2,4.7,5.4,0.0455,0.9,10.0,1,0,1,8.0,6.0,1.0,44.0,0,10,0,2
664875,Justin Lawrence,,7.2,1.6,11.7,6.0,4.5,0.1667,2.7,10.0,0,0,1,13.0,5.0,3.0,48.0,0,10,0,2
669276,Dylan Lee,,0.9,0.7,8.1,2.0,1.8,0.1892,0.0,10.0,1,0,0,9.0,2.0,0.0,37.0,0,11,0,4
643410,Mark Leiter Jr.,,7.45,2.07,9.31,5.0621,3.72,0.1224,1.86,9.666666666666666,0,0,1,10.0,4.0,2.0,49.0,0,11,2,1
694361,Will Klein,,2.79,1.34,9.31,2.0621,2.79,0.175,0.0,9.666666666666666,0,1,1,10.0,3.0,0.0,40.0,0,7,0,1
665660,Elvis Alvarado,,8.38,1.86,8.38,4.8552,6.52,0.0455,0.93,9.666666666666666,0,2,0,9.0,7.0,1.0,44.0,0,10,0,3
656638,Alex Lange,,8.38,1.86,14.9,4.4414,5.59,0.2128,1.86,9.666666666666666,0,0,2,16.0,6.0,2.0,47.0,0,8,0,0
605130,Scott Barlow,,4.66,1.24,8.38,5.8897,5.59,0.0714,1.86,9.666666666666666,0,0,0,9.0,6.0,2.0,42.0,0,10,0,4
688883,Peyton Pallette,,3.72,1.03,10.24,3.2,2.79,0.2,0.93,9.666666666666666,0,0,1,11.0,3.0,1.0,40.0,0,6,0,1
657756,Connor Seabold,,2.79,1.24,10.24,4.5448,2.79,0.2,1.86,9.666666666666666,0,1,0,11.0,3.0,2.0,40.0,0,6,0,0
668390,Cole Winn,,2.79,1.24,9.31,5.3724,4.66,0.122,1.86,9.666666666666666,0,1,0,10.0,5.0,2.0,41.0,0,10,1,4
656848,Michael Petersen,,3.72,1.03,7.45,4.131,3.72,0.1026,0.93,9.666666666666666,0,1,1,8.0,4.0,1.0,39.0,0,8,1,1
663158,Robert Suarez,,0.93,0.83,10.24,1.2345,0.93,0.2778,0.0,9.666666666666666,0,2,0,11.0,1.0,0.0,36.0,0,10,1,4
663542,Bryan Hudson,,1.86,1.55,11.17,2.5793,5.59,0.1364,0.0,9.666666666666666,1,0,0,12.0,6.0,0.0,44.0,0,10,0,2
669084,DL Hall,,2.79,1.66,11.17,4.5448,7.45,0.0909,0.93,9.666666666666666,1,0,0,12.0,8.0,1.0,44.0,0,10,0,2
571578,Patrick Corbin,,4.66,1.24,8.38,4.6483,1.86,0.1707,1.86,9.666666666666666,1,0,0,9.0,2.0,2.0,41.0,2,2,0,0
542888,Shawn Armstrong,,4.66,1.55,12.1,5.3724,6.52,0.1364,1.86,9.666666666666666,0,1,0,13.0,7.0,2.0,44.0,0,11,0,3
594580,Sam Moll,,1.86,0.93,8.38,3.5103,6.52,0.0488,0.0,9.666666666666666,1,1,0,9.0,7.0,0.0,41.0,0,10,0,1
666277,George Soriano,,4.82,1.07,6.75,5.0214,5.79,0.0256,0.96,9.333333333333334,0,1,0,7.0,6.0,1.0,39.0,0,9,0,1
592773,Ryne Stanek,,7.71,2.14,11.57,4.2714,6.75,0.1042,0.96,9.333333333333334,0,1,0,12.0,7.0,1.0,48.0,0,10,1,4
682254,Mason Montgomery,,4.82,1.71,18.32,2.1286,4.82,0.3182,0.96,9.333333333333334,1,1,0,19.0,5.0,1.0,44.0,1,10,0,4
623211,Huascar Brazobán,,0.0,1.07,7.71,2.1286,1.93,0.1579,0.0,9.333333333333334,0,1,0,8.0,2.0,0.0,38.0,0,9,0,1
660825,Eduard Bazardo,,0.96,1.18,7.71,3.0929,4.82,0.0789,0.0,9.333333333333334,0,0,0,8.0,5.0,0.0,38.0,0,10,0,2
641401,Connor Brogdon,,6.75,1.07,8.68,6.0929,1.93,0.1795,2.89,9.333333333333334,0,2,2,9.0,2.0,3.0,39.0,0,9,1,2
571510,Matthew Boyd,,6.75,1.18,16.39,1.9143,2.89,0.3784,0.96,9.333333333333334,1,1,1,17.0,3.0,1.0,37.0,2,2,0,0
664299,Cristian Javier,,12.54,2.36,3.86,8.0214,8.68,-0.1042,1.93,9.333333333333334,0,0,1,4.0,9.0,2.0,48.0,3,3,0,0
664854,Ryan Helsley,,1.93,1.29,13.5,1.8071,4.82,0.225,0.0,9.333333333333334,0,0,1,14.0,5.0,0.0,40.0,0,10,6,0
676263,Jack Dreyer,,1.93,0.86,10.61,2.1286,3.86,0.2059,0.0,9.333333333333334,1,1,0,11.0,4.0,0.0,34.0,0,9,0,2
657424,Matt Gage,,1.93,0.96,6.75,4.3786,3.86,0.0857,0.96,9.333333333333334,1,1,0,7.0,4.0,1.0,35.0,0,10,0,2
572955,Pierce Johnson,,2.89,1.29,9.64,3.0929,1.93,0.2,0.96,9.333333333333334,0,1,1,10.0,2.0,1.0,40.0,0,11,0,2
656222,Jalen Beeks,,0.96,1.18,7.71,2.45,2.89,0.1316,0.0,9.333333333333334,1,1,1,8.0,3.0,0.0,38.0,0,10,0,3
657514,Brennan Bernardino,,0.96,1.07,7.71,2.45,2.89,0.1351,0.0,9.333333333333334,1,2,0,8.0,3.0,0.0,37.0,1,11,0,1
690925,Clayton Beeter,,3.86,1.29,6.75,7.0571,7.71,-0.0238,1.93,9.333333333333334,0,1,0,7.0,8.0,2.0,42.0,0,9,2,2
687330,Kevin Kelly,,5.79,0.96,8.68,3.95,3.86,0.1351,0.96,9.333333333333334,0,2,1,9.0,4.0,1.0,37.0,0,9,2,2
686610,Ken Waldichuk,,6.75,1.5,7.71,8.9857,5.79,0.0488,3.86,9.333333333333334,1,0,0,8.0,6.0,4.0,41.0,0,5,0,0
676775,Keaton Winn,,2.89,0.64,11.57,1.2714,1.93,0.2941,0.0,9.333333333333334,0,0,1,12.0,2.0,0.0,34.0,0,10,0,3
664991,Grant Wolfram,,2.89,1.18,15.43,0.0929,0.96,0.3571,0.0,9.333333333333334,1,1,0,16.0,1.0,0.0,42.0,0,10,0,3
702273,Noah Schultz,,3.86,0.96,9.64,4.0571,4.82,0.1316,0.96,9.333333333333334,1,1,1,10.0,5.0,1.0,38.0,2,2,0,0
669711,Greg Weissert,,4.82,1.07,13.5,5.3429,2.89,0.2821,2.89,9.333333333333334,0,0,1,14.0,3.0,3.0,39.0,0,10,0,3
676477,Garrett Whitlock,,2.0,1.11,12.0,3.6444,5.0,0.1892,1.0,9.0,0,2,1,12.0,5.0,1.0,37.0,0,9,0,3
681892,Kody Funderburk,,2.0,1.56,8.0,5.2,7.0,0.0238,1.0,9.0,1,1,1,8.0,7.0,1.0,42.0,0,12,1,4
676428,Brant Hurter,,3.0,1.11,6.0,4.3111,3.0,0.0833,1.0,9.0,1,1,0,6.0,3.0,1.0,36.0,0,8,0,1
678606,Jose A. Ferrer,,3.0,1.78,7.0,1.9778,1.0,0.1364,0.0,9.0,1,0,0,7.0,1.0,0.0,44.0,0,12,0,2
665622,Luis Medina,,3.0,1.22,10.0,4.0889,5.0,0.1316,1.0,9.0,0,0,1,10.0,5.0,1.0,38.0,0,7,0,0
675848,Juan Mejia,,7.0,2.0,7.0,4.4222,4.0,0.0698,1.0,9.0,0,0,2,7.0,4.0,1.0,43.0,1,8,1,0
682842,Abner Uribe,,4.0,1.22,9.0,2.2,3.0,0.1622,0.0,9.0,0,1,0,9.0,3.0,0.0,37.0,0,10,2,4
676254,Ryan Walker,,4.0,1.56,10.0,4.0889,5.0,0.125,1.0,9.0,0,0,0,10.0,5.0,1.0,40.0,0,9,1,2
661563,Luis Gil,,7.0,1.44,7.0,9.0889,5.0,0.0488,4.0,9.0,0,0,1,7.0,5.0,4.0,41.0,2,2,0,0
657612,Tim Hill,,1.0,0.56,3.0,2.5333,0.0,0.1,0.0,9.0,1,0,0,3.0,0.0,0.0,30.0,0,9,0,3
663738,Daniel Lynch IV,,1.0,0.56,12.0,1.5333,3.0,0.2647,0.0,9.0,1,0,0,12.0,3.0,0.0,34.0,0,8,0,2
657097,Jacob Webb,,5.0,1.89,10.0,5.5333,5.0,0.122,2.0,9.0,0,0,1,10.0,5.0,2.0,41.0,0,10,0,0
544150,Albert Suárez,,5.0,1.11,4.0,7.3111,2.0,0.0556,3.0,9.0,0,1,0,4.0,2.0,3.0,36.0,0,4,1,0
676684,Will Vest,,5.0,1.33,11.0,2.4222,5.0,0.1538,0.0,9.0,0,1,3,11.0,5.0,0.0,39.0,0,10,0,2
621383,Tanner Banks,,4.15,1.62,10.38,3.7769,4.15,0.1538,1.04,8.666666666666666,1,0,0,10.0,4.0,1.0,39.0,0,8,0,1
663765,Jake Woodford,,4.15,1.73,5.19,4.2385,2.08,0.075,1.04,8.666666666666666,0,1,0,5.0,2.0,1.0,40.0,0,6,0,0
679358,Eric Orze,,4.15,1.5,6.23,3.2,4.15,0.0541,0.0,8.666666666666666,0,0,0,6.0,4.0,0.0,37.0,0,8,1,3
656464,Kevin Ginkel,,5.19,1.5,12.46,1.4692,3.12,0.2308,0.0,8.666666666666666,0,0,1,12.0,3.0,0.0,39.0,0,9,0,2
685005,Christian Roa,,5.19,1.96,6.23,5.7385,7.27,-0.0233,1.04,8.666666666666666,0,0,1,6.0,7.0,1.0,43.0,0,7,0,0
670280,David Bednar,,4.15,1.85,12.46,2.1615,5.19,0.1667,0.0,8.666666666666666,0,1,2,12.0,5.0,0.0,42.0,0,9,6,0
641745,Brad Keller,,4.15,1.27,9.35,3.6615,3.12,0.1667,1.04,8.666666666666666,0,0,0,9.0,3.0,1.0,36.0,0,9,0,4
607455,Anthony Banda,,10.38,1.62,8.31,3.5462,2.08,0.1395,1.04,8.666666666666666,1,1,0,8.0,2.0,1.0,43.0,0,9,0,1
663465,Kolby Allard,,10.38,2.19,9.35,5.1615,3.12,0.1333,2.08,8.666666666666666,1,0,0,9.0,3.0,2.0,45.0,0,4,0,0
657044,Ryan Thompson,,0.0,0.69,5.19,3.0846,3.12,0.0625,0.0,8.666666666666666,0,1,0,5.0,3.0,0.0,32.0,0,12,0,4
667463,John King,,1.04,0.69,9.35,4.0077,4.15,0.1471,1.04,8.666666666666666,1,1,0,9.0,4.0,1.0,34.0,0,10,0,1
656945,Tanner Scott,,1.04,0.58,8.31,2.8538,0.0,0.2667,1.04,8.666666666666666,1,0,0,8.0,0.0,1.0,30.0,0,10,0,4
677955,Jaden Hill,,1.04,1.27,8.31,3.4308,6.23,0.0526,0.0,8.666666666666666,0,0,1,8.0,6.0,0.0,38.0,0,10,0,3
681911,Alex Vesia,,0.0,0.58,10.38,1.9308,3.12,0.2258,0.0,8.666666666666666,1,0,0,10.0,3.0,0.0,31.0,0,10,2,3
667297,Tommy Nance,,6.23,1.62,9.35,4.0077,4.15,0.125,1.04,8.666666666666666,0,0,1,9.0,4.0,1.0,40.0,0,9,0,1
596133,Luke Weaver,,6.23,1.04,4.15,4.8154,3.12,0.0278,1.04,8.666666666666666,0,1,0,4.0,3.0,1.0,36.0,0,9,0,2
642100,Gabe Speier,,2.08,1.15,9.35,2.1615,3.12,0.1667,0.0,8.666666666666666,1,0,2,9.0,3.0,0.0,36.0,0,10,1,3
681217,Chase Silseth,,2.08,1.38,10.38,4.4692,6.23,0.1053,1.04,8.666666666666666,0,0,0,10.0,6.0,1.0,38.0,0,12,0,3
837227,Tatsuya Imai,,7.27,2.08,13.5,4.0077,11.42,0.0455,0.0,8.666666666666666,0,1,0,13.0,11.0,0.0,44.0,3,3,0,0
628452,Raisel Iglesias,,0.0,0.69,11.42,1.0077,1.04,0.3226,0.0,8.666666666666666,0,0,0,11.0,1.0,0.0,31.0,0,8,5,0
623149,Paul Sewald,,2.16,0.48,11.88,3.68,0.0,0.3793,2.16,8.333333333333334,0,0,2,11.0,0.0,2.0,29.0,0,10,7,0
668674,Lucas Erceg,,6.48,1.8,5.4,4.16,6.48,-0.0278,0.0,8.333333333333334,0,0,1,5.0,6.0,0.0,36.0,0,9,5,1
666808,Camilo Doval,,7.56,1.2,8.64,4.76,1.08,0.1892,2.16,8.333333333333334,0,1,0,8.0,1.0,2.0,37.0,0,10,0,1
641329,Bryan Baker,,4.32,1.2,9.72,3.68,3.24,0.1714,1.08,8.333333333333334,0,1,0,9.0,3.0,1.0,35.0,0,9,4,0
675989,Cody Bolton,,5.4,1.68,11.88,4.64,7.56,0.1026,1.08,8.333333333333334,0,0,1,11.0,7.0,1.0,39.0,2,3,1,0
663485,Cole Sands,,4.32,1.56,7.56,4.52,4.32,0.0811,1.08,8.333333333333334,0,0,1,7.0,4.0,1.0,37.0,0,9,1,3
681343,Shane Smith,,10.8,2.52,11.88,5.36,9.72,0.0408,1.08,8.333333333333334,0,0,2,11.0,9.0,1.0,49.0,3,3,0,0
669622,Anthony Bender,,7.56,1.92,12.96,3.2,8.64,0.093,0.0,8.333333333333334,0,1,0,12.0,8.0,0.0,43.0,0,10,1,3
664126,Pete Fairbanks,,7.88,1.13,13.5,2.2,1.13,0.3235,1.13,8.0,0,0,1,12.0,1.0,1.0,34.0,1,8,4,0
642232,Ryan Yarbrough,,5.63,1.25,4.5,4.95,3.38,0.0294,1.13,8.0,1,0,0,4.0,3.0,1.0,34.0,0,5,0,0
685299,Tanner Gordon,,6.75,1.63,11.25,7.075,4.5,0.1667,3.38,8.0,0,0,0,10.0,4.0,3.0,36.0,0,2,0,0
689254,Mason Fluharty,,6.75,1.63,12.38,3.575,4.5,0.1892,1.13,8.0,1,0,0,11.0,4.0,1.0,37.0,1,11,0,3
676395,Robert Garcia,,3.38,1.5,6.75,4.325,7.88,-0.0294,0.0,8.0,1,0,1,6.0,7.0,0.0,34.0,0,9,0,2
677961,Cole Wilcox,,6.75,1.75,11.25,3.825,4.5,0.1538,1.13,8.0,0,0,0,10.0,4.0,1.0,39.0,0,7,0,0
676534,Calvin Faucher,,4.5,1.75,13.5,3.2,9.0,0.1026,0.0,8.0,0,2,2,12.0,8.0,0.0,39.0,0,10,0,2
