pitcher_id,pitcher_name,team,era,whip,k9,fip,bb9,k_bb_pct,hr9,ip,is_left,wins,losses,k,walks,home_runs,batters_faced,games_started,games_pitched,saves,holds
677161,Zack Kelly,,4.5,0.88,4.5,4.2,1.13,0.0968,1.13,8.0,0,0,1,4.0,1.0,1.0,31.0,0,7,0,1
670167,John Schreiber,,5.63,1.75,4.5,7.7,6.75,-0.0513,2.25,8.0,0,0,2,4.0,6.0,2.0,39.0,0,10,1,0
694918,Blade Tidwell,,2.25,0.75,6.75,3.7,1.13,0.1786,1.13,8.0,0,0,0,6.0,1.0,1.0,28.0,0,6,1,1
548384,Brooks Raley,,2.25,1.0,10.13,3.7,3.38,0.1875,1.13,8.0,1,0,1,9.0,3.0,1.0,32.0,0,9,0,3
573204,Caleb Thielbar,,2.25,1.13,12.38,3.575,4.5,0.2059,1.13,8.0,1,2,2,11.0,4.0,1.0,34.0,0,9,1,1
669212,Eli Morgan,,1.13,1.25,9.0,5.075,6.75,0.0571,1.13,8.0,0,0,1,8.0,6.0,1.0,35.0,0,5,1,0
662253,Andrés Muñoz,,7.88,1.63,15.75,3.2,5.63,0.2368,1.13,8.0,0,2,2,14.0,5.0,1.0,38.0,0,9,3,0
687606,Paxton Schultz,,4.5,1.13,7.88,5.075,1.13,0.1714,2.25,8.0,0,0,0,7.0,1.0,2.0,35.0,0,5,0,0
608371,Lucas Sims,,3.38,1.5,7.88,3.325,5.63,0.0556,0.0,8.0,0,0,2,7.0,5.0,0.0,36.0,0,7,0,2
519141,Drew Pomeranz,,4.5,1.13,5.63,4.7,3.38,0.0606,1.13,8.0,1,0,1,5.0,3.0,1.0,33.0,0,8,0,5
621112,Paul Blackburn,,4.5,1.88,5.63,3.075,3.38,0.0513,0.0,8.0,0,1,1,5.0,3.0,0.0,39.0,0,6,0,0
622554,Seranthony Domínguez,,5.63,1.75,11.25,6.95,9.0,0.0488,2.25,8.0,0,1,2,10.0,8.0,2.0,41.0,0,9,4,0
573124,Taylor Rogers,,3.38,1.5,7.88,2.575,3.38,0.1143,0.0,8.0,1,0,0,7.0,3.0,0.0,35.0,0,9,0,3
621381,Matt Strahm,,3.52,1.04,10.57,3.7217,3.52,0.1875,1.17,7.666666666666667,1,0,0,9.0,3.0,1.0,32.0,0,8,0,6
681402,Gus Varland,,3.52,1.43,10.57,3.7217,3.52,0.1765,1.17,7.666666666666667,0,0,0,9.0,3.0,1.0,34.0,0,8,2,2
547973,Aroldis Chapman,,1.17,1.04,9.39,2.287,3.52,0.1667,0.0,7.666666666666667,1,0,1,8.0,3.0,0.0,30.0,0,8,4,0
660853,Enyel De Los Santos,,1.17,0.78,8.22,3.4609,1.17,0.2069,1.17,7.666666666666667,0,0,0,7.0,1.0,1.0,29.0,0,7,2,0
683232,Nick Mears,,3.52,1.3,7.04,3.2,4.7,0.0625,0.0,7.666666666666667,0,1,1,6.0,4.0,0.0,32.0,0,8,0,2
700712,Walbert Urena,,2.35,1.83,11.74,2.5478,5.87,0.1282,0.0,7.666666666666667,0,0,2,10.0,5.0,0.0,39.0,1,3,0,1
643377,Griffin Jax,,7.04,1.96,8.22,7.113,7.04,0.0263,2.35,7.666666666666667,0,1,2,7.0,6.0,2.0,38.0,0,10,0,2
678022,Jack Perkins,,4.91,1.64,12.27,1.7,3.68,0.2,0.0,7.333333333333333,0,2,0,10.0,3.0,0.0,35.0,0,4,0,0
666374,Matt Brash,,0.0,0.68,6.14,2.6545,2.45,0.1154,0.0,7.333333333333333,0,1,0,5.0,2.0,0.0,26.0,0,9,0,3
650556,Bryan Abreu,,14.73,3.0,14.73,12.3364,15.95,-0.0233,4.91,7.333333333333333,0,0,2,12.0,13.0,4.0,43.0,0,9,1,2
690990,Cade Horton,,2.45,0.82,4.91,4.7,2.45,0.0769,1.23,7.333333333333333,0,1,0,4.0,2.0,1.0,26.0,2,2,0,0
806960,Luis Morales,,12.27,2.86,6.14,12.2,9.82,-0.0714,4.91,7.333333333333333,0,0,2,5.0,8.0,4.0,42.0,2,2,0,0
518585,Fernando Cruz,,2.45,1.5,12.27,3.3364,8.59,0.0909,0.0,7.333333333333333,0,1,0,10.0,7.0,0.0,33.0,0,10,0,3
677053,Andrew Nardi,,6.14,1.64,9.82,4.8364,6.14,0.0909,1.23,7.333333333333333,1,1,0,8.0,5.0,1.0,33.0,0,9,0,3
647315,Zach Pop,,3.68,1.09,7.36,2.7909,3.68,0.0968,0.0,7.333333333333333,0,0,0,6.0,3.0,0.0,31.0,1,7,0,0
666974,Yennier Cano,,1.23,0.68,11.05,1.1545,1.23,0.2963,0.0,7.333333333333333,0,1,1,9.0,1.0,0.0,27.0,0,11,0,2
683618,Edgardo Henriquez,,5.14,1.43,10.29,4.0571,3.86,0.1667,1.29,7.0,0,1,0,8.0,3.0,1.0,30.0,0,7,0,0
669062,Erik Miller,,5.14,1.57,15.43,1.4857,5.14,0.25,0.0,7.0,1,0,0,12.0,4.0,0.0,32.0,0,8,1,1
656730,Trevor Megill,,10.29,1.86,11.57,2.3429,5.14,0.1389,0.0,7.0,0,0,2,9.0,4.0,0.0,36.0,0,8,4,1
669093,Jeremiah Estrada,,5.14,1.43,10.29,3.0571,6.43,0.1,0.0,7.0,0,1,1,8.0,5.0,0.0,30.0,0,7,0,3
680742,Jonathan Bowlan,,3.86,1.29,10.29,1.3429,1.29,0.2414,0.0,7.0,0,1,0,8.0,1.0,0.0,29.0,0,7,0,0
682995,Hunter Barco,,6.43,2.14,6.43,10.3429,9.0,-0.0541,3.86,7.0,1,0,1,5.0,7.0,3.0,37.0,0,4,0,1
621237,José Alvarado,,9.0,1.86,11.57,1.9143,3.86,0.1714,0.0,7.0,1,0,1,9.0,3.0,0.0,35.0,0,10,0,3
669371,Cole Henry,,6.43,1.71,10.29,4.4857,5.14,0.1176,1.29,7.0,0,0,2,8.0,4.0,1.0,34.0,0,7,0,0
669270,Joel Kuhnel,,1.29,0.57,3.86,2.3429,0.0,0.12,0.0,7.0,0,0,0,3.0,0.0,0.0,25.0,0,7,4,1
656234,Jake Bird,,7.71,1.43,11.57,2.9143,1.29,0.25,1.29,7.0,0,1,1,9.0,1.0,1.0,32.0,0,8,0,1
621366,Ryan Borucki,,6.75,1.65,9.45,5.9,2.7,0.1667,2.7,6.666666666666667,1,0,1,7.0,2.0,2.0,30.0,0,8,0,0
641585,J.P. France,,8.1,1.65,5.4,6.2,6.75,-0.0323,1.35,6.666666666666667,0,0,0,4.0,5.0,1.0,31.0,0,3,0,0
661395,Jhoan Duran,,1.35,0.75,10.8,0.8,0.0,0.3333,0.0,6.666666666666667,0,1,1,8.0,0.0,0.0,24.0,0,7,5,0
573009,Joe Mantiply,,5.4,1.2,13.5,3.05,2.7,0.2759,1.35,6.666666666666667,1,1,0,10.0,2.0,1.0,29.0,0,6,0,0
679775,Kyle Backhus,,5.4,1.2,12.15,4.85,1.35,0.2857,2.7,6.666666666666667,1,0,0,9.0,1.0,2.0,28.0,0,7,0,0
646241,Enmanuel De Jesus,,5.4,1.95,10.8,2.6,5.4,0.1176,0.0,6.666666666666667,1,1,0,8.0,4.0,0.0,34.0,0,5,0,0
595014,Blake Treinen,,4.05,1.5,8.1,4.7,4.05,0.1,1.35,6.666666666666667,0,1,1,6.0,3.0,1.0,30.0,0,9,0,4
689147,Orion Kerkering,,4.26,1.26,5.68,4.9368,2.84,0.0741,1.42,6.333333333333333,0,0,0,4.0,2.0,1.0,27.0,0,6,0,1
676467,Colton Gordon,,9.95,2.05,14.21,8.7263,1.42,0.2903,5.68,6.333333333333333,1,0,0,10.0,1.0,4.0,31.0,1,2,0,0
664353,José Urquidy,,8.53,2.68,8.53,4.3053,2.84,0.1111,1.42,6.333333333333333,0,0,1,6.0,2.0,1.0,36.0,0,5,1,0
642207,Devin Williams,,7.11,2.05,15.63,3.2,4.26,0.2581,1.42,6.333333333333333,0,0,0,11.0,3.0,1.0,31.0,0,7,2,0
605447,Jordan Romano,,7.11,1.74,14.21,4.4632,7.11,0.1667,1.42,6.333333333333333,0,0,2,10.0,5.0,1.0,30.0,0,9,4,0
685801,Hunter Bigge,,1.42,0.95,2.84,6.9895,7.11,-0.12,1.42,6.333333333333333,0,0,0,2.0,5.0,1.0,25.0,0,6,0,4
455119,Chris Martin,,7.11,1.74,9.95,3.0421,0.0,0.2414,1.42,6.333333333333333,0,1,1,7.0,0.0,1.0,29.0,0,8,0,1
472610,Luis García,,7.11,2.05,5.68,2.8842,2.84,0.0625,0.0,6.333333333333333,0,0,0,4.0,2.0,0.0,32.0,0,6,0,0
702303,Riley Martin,,0.0,0.63,9.95,0.9895,0.0,0.3182,0.0,6.333333333333333,1,0,0,7.0,0.0,0.0,22.0,1,6,0,0
689520,Cody Laweryson,,4.26,0.79,11.37,1.6211,2.84,0.2308,0.0,6.333333333333333,0,0,0,8.0,2.0,0.0,26.0,0,5,1,1
669684,Chris Murphy,,10.5,2.33,9.0,5.8667,7.5,0.0312,1.5,6.0,1,1,0,6.0,5.0,1.0,32.0,0,6,1,0
621242,Edwin Díaz,,10.5,2.33,15.0,4.5333,7.5,0.1515,1.5,6.0,0,1,0,10.0,5.0,1.0,33.0,0,7,4,0
679883,Luinder Avila,,9.0,3.0,9.0,5.3667,6.0,0.0606,1.5,6.0,0,0,1,6.0,4.0,1.0,33.0,1,2,0,0
681252,Jack Anderson,,3.0,1.0,6.0,5.0333,3.0,0.0909,1.5,6.0,0,0,0,4.0,2.0,1.0,22.0,0,2,0,0
691945,Carter Baumler,,3.18,1.76,9.53,6.5529,9.53,0.0,1.59,5.666666666666667,0,0,0,6.0,6.0,1.0,27.0,0,4,0,0
607481,Aaron Bummer,,4.76,1.59,7.94,5.3176,4.76,0.0714,1.59,5.666666666666667,1,0,1,5.0,3.0,1.0,28.0,0,9,0,3
683742,Jose Franco,,3.18,2.12,6.35,4.4353,7.94,-0.037,0.0,5.666666666666667,0,0,0,4.0,5.0,0.0,27.0,0,3,0,1
663767,Chase Shugart,,1.59,1.24,9.53,4.4353,3.18,0.1739,1.59,5.666666666666667,0,0,0,6.0,2.0,1.0,23.0,0,4,0,0
445276,Kenley Jansen,,1.59,0.88,11.12,3.5529,1.59,0.2727,1.59,5.666666666666667,0,0,0,7.0,1.0,1.0,22.0,0,7,5,0
543056,Danny Coulombe,,3.18,1.24,3.18,6.3765,4.76,-0.0417,1.59,5.666666666666667,1,0,0,2.0,3.0,1.0,24.0,0,9,0,1
670183,Garrett Acton,,1.59,0.88,11.12,2.3176,4.76,0.1739,0.0,5.666666666666667,0,1,1,7.0,3.0,0.0,23.0,0,3,0,0
689441,Coleman Crow,,3.38,0.94,6.75,2.2625,1.69,0.1429,0.0,5.333333333333333,0,0,0,4.0,1.0,0.0,21.0,1,1,0,0
693312,Kyle Nicolas,,5.06,1.88,8.44,6.575,8.44,0.0,1.69,5.333333333333333,0,1,0,5.0,5.0,1.0,26.0,0,5,0,0
518876,Merrill Kelly,,3.38,1.69,5.06,6.7625,6.75,-0.0417,1.69,5.333333333333333,0,1,0,3.0,4.0,1.0,24.0,1,1,0,0
694037,Daniel Palencia,,0.0,1.0,9.0,2.4,3.6,0.1579,0.0,5.0,0,1,0,5.0,2.0,0.0,19.0,0,5,1,0
681168,Luis Curvelo,,5.4,1.6,5.4,8.4,3.6,0.0455,3.6,5.0,0,0,0,3.0,2.0,2.0,22.0,0,4,0,1
674444,Steven Cruz,,14.4,2.2,12.6,13.2,7.2,0.1154,7.2,5.0,0,0,0,7.0,4.0,4.0,26.0,0,5,0,0
682120,Tim Herrin,,0.0,1.8,5.4,4.4,7.2,-0.0417,0.0,5.0,1,0,1,3.0,4.0,0.0,24.0,0,8,0,0
680730,Mitchell Parker,,5.4,1.4,12.6,3.0,0.0,0.3043,1.8,5.0,1,1,0,7.0,0.0,1.0,23.0,0,2,0,0
687064,Brandon Young,,0.0,0.8,3.6,3.6,3.6,0.0,0.0,5.0,0,1,0,2.0,2.0,0.0,18.0,1,1,0,0
663567,Peter Lambert,,7.2,1.6,14.4,0.6,1.8,0.2917,0.0,5.0,0,0,1,8.0,1.0,0.0,24.0,1,1,0,0
676508,Ben Casparius,,9.64,2.14,7.71,6.8429,7.71,0.0,1.93,4.666666666666667,0,0,1,4.0,4.0,1.0,23.0,0,5,0,0
691946,George Klassen,,11.57,3.64,11.57,9.8429,19.29,-0.125,1.93,4.666666666666667,0,0,1,6.0,10.0,1.0,32.0,2,2,0,0
606303,Joel Payamps,,4.15,1.38,12.46,4.1231,2.08,0.2632,2.08,4.333333333333333,0,0,1,6.0,1.0,1.0,19.0,0,8,0,1
547184,Michael Kelly,,6.23,2.31,8.31,7.1231,8.31,0.0,2.08,4.333333333333333,0,0,0,4.0,4.0,1.0,22.0,0,4,0,0
701552,Andre Granillo,,12.46,2.54,2.08,9.2,10.38,-0.1739,2.08,4.333333333333333,0,0,0,1.0,5.0,1.0,23.0,0,5,0,0
702193,Andrew Morris,,8.31,2.54,8.31,2.7385,4.15,0.0833,0.0,4.333333333333333,0,0,0,4.0,2.0,0.0,24.0,0,2,0,1
815083,Mitch Farris,,2.08,1.62,6.23,6.2,4.15,0.0526,2.08,4.333333333333333,1,0,0,3.0,2.0,1.0,19.0,0,3,0,0
608650,Dietrich Enns,,4.15,1.62,14.54,3.4308,10.38,0.1,0.0,4.333333333333333,1,0,0,7.0,5.0,0.0,20.0,0,3,0,0
674841,Andrew Alvarez,,0.0,0.69,10.38,0.8923,0.0,0.3125,0.0,4.333333333333333,1,1,0,5.0,0.0,0.0,16.0,0,1,0,0
682610,Roddery Muñoz,,15.75,3.25,13.5,14.45,13.5,0.0,6.75,4.0,0,0,0,6.0,6.0,3.0,25.0,0,3,0,0
664208,Phil Maton,,13.5,2.5,11.25,6.95,9.0,0.0417,2.25,4.0,0,0,1,5.0,4.0,1.0,24.0,0,5,0,0
687765,Mitch Spence,,13.5,2.25,6.75,8.7,11.25,-0.0952,2.25,4.0,0,0,0,3.0,5.0,1.0,21.0,0,1,0,0
681895,Evan Sisk,,4.5,2.0,13.5,0.95,2.25,0.25,0.0,4.0,1,0,0,6.0,1.0,0.0,20.0,0,3,0,0
681751,Lazaro Estrada,,0.0,0.5,6.75,3.2,4.5,0.0714,0.0,4.0,0,0,0,3.0,2.0,0.0,14.0,0,1,0,0
681151,Jayden Murray,,4.5,2.0,11.25,3.7,9.0,0.0526,0.0,4.0,0,0,0,5.0,4.0,0.0,19.0,0,2,0,0
615698,Cal Quantrill,,6.75,1.5,11.25,2.2,4.5,0.1875,0.0,4.0,0,1,0,5.0,2.0,0.0,16.0,0,2,0,0
800311,Didier Fuentes,,2.25,0.75,9.0,1.95,2.25,0.2,0.0,4.0,0,0,0,4.0,1.0,0.0,15.0,0,1,0,0
640451,Hunter Harvey,,6.75,1.5,9.0,8.45,2.25,0.1667,4.5,4.0,0,0,1,4.0,1.0,2.0,18.0,0,4,0,0
663362,Matt Waldron,,14.73,2.45,9.82,5.3818,2.45,0.1429,2.45,3.6666666666666665,0,0,1,4.0,1.0,1.0,21.0,1,1,0,0
694363,Jared Shuster,,4.91,1.09,2.45,4.2909,4.91,-0.0667,0.0,3.6666666666666665,1,0,0,1.0,2.0,0.0,15.0,0,2,0,0
518886,Craig Kimbrel,,0.0,1.09,7.36,2.3818,2.45,0.1538,0.0,3.6666666666666665,0,0,1,3.0,1.0,0.0,13.0,0,4,0,0
688497,Taylor Rashi,,9.82,1.09,9.82,5.3818,2.45,0.2,2.45,3.6666666666666665,0,1,0,4.0,1.0,1.0,15.0,0,3,0,0
686751,Seth Johnson,,7.36,2.18,9.82,3.4727,7.36,0.0476,0.0,3.6666666666666665,0,0,0,4.0,3.0,0.0,21.0,0,3,0,0
688297,Chris Roycroft,,12.27,3.55,7.36,9.2,12.27,-0.08,2.45,3.6666666666666665,0,0,0,3.0,5.0,1.0,25.0,0,5,0,0
592094,Jason Adam,,2.45,1.36,2.45,3.4727,2.45,0.0,0.0,3.6666666666666665,0,0,0,1.0,1.0,0.0,16.0,0,5,1,3
701719,Tyler Samaniego,,0.0,0.82,9.82,3.4727,7.36,0.0714,0.0,3.6666666666666665,1,0,0,4.0,3.0,0.0,14.0,0,3,0,0
621107,Zach Eflin,,2.45,1.64,17.18,4.5636,4.91,0.2941,2.45,3.6666666666666665,0,0,0,7.0,2.0,1.0,17.0,1,1,0,0
434378,Justin Verlander,,12.27,2.18,2.45,7.8364,4.91,-0.0526,2.45,3.6666666666666665,0,0,1,1.0,2.0,1.0,19.0,1,1,0,0
670912,Johan Oviedo,,9.82,1.91,7.36,9.4727,2.45,0.1111,4.91,3.6666666666666665,0,0,0,3.0,1.0,2.0,18.0,0,1,0,0
671382,Cameron Foster,,9.82,2.73,14.73,3.2,9.82,0.0952,0.0,3.6666666666666665,0,0,0,6.0,4.0,0.0,21.0,0,3,0,0
687849,Zak Kent,,4.91,2.45,4.91,13.2909,12.27,-0.15,4.91,3.6666666666666665,0,0,0,2.0,5.0,2.0,20.0,0,2,0,0
605452,Joe Ross,,19.64,3.0,4.91,8.9273,9.82,-0.0909,2.45,3.6666666666666665,0,0,0,2.0,4.0,1.0,22.0,0,3,0,1
663893,Brendon Little,,24.55,3.55,14.73,13.0182,7.36,0.125,7.36,3.6666666666666665,1,0,2,6.0,3.0,3.0,24.0,0,5,0,0
680704,Nick Sandlin,,16.2,2.1,8.1,8.0,8.1,0.0,2.7,3.3333333333333335,0,0,0,3.0,3.0,1.0,18.0,0,3,0,0
663559,Bailey Falter,,13.5,3.0,10.8,6.5,5.4,0.1,2.7,3.3333333333333335,1,0,0,4.0,2.0,1.0,20.0,0,2,0,0
686580,Justin Slaten,,0.0,1.2,13.5,2.0,5.4,0.2143,0.0,3.3333333333333335,0,0,1,5.0,2.0,0.0,14.0,0,4,0,2
696270,Ryan Johnson,,16.2,3.3,5.4,9.5,10.8,-0.0952,2.7,3.3333333333333335,0,0,1,2.0,4.0,1.0,21.0,1,1,0,0
699151,Jedixson Paez,,18.0,2.33,0.0,14.8667,9.0,-0.1875,6.0,3.0,0,0,0,0.0,3.0,2.0,16.0,0,3,0,0
676596,Josh Fleming,,12.0,2.67,3.0,8.8667,6.0,-0.0556,3.0,3.0,1,0,0,1.0,2.0,1.0,18.0,0,1,0,0
656212,Charlie Barnes,,9.0,2.33,3.0,5.5333,9.0,-0.1176,0.0,3.0,1,0,0,1.0,3.0,0.0,17.0,0,1,0,0
683769,Hunter Gaddis,,6.0,1.33,18.0,4.5333,3.0,0.3846,3.0,3.0,0,0,0,6.0,1.0,1.0,13.0,0,3,0,1
670059,Colin Holderman,,6.0,1.33,9.0,7.5333,6.0,0.0714,3.0,3.0,0,0,0,3.0,2.0,1.0,14.0,0,2,0,0
623168,Tyler Heineman,,15.0,2.67,0.0,8.5333,3.0,-0.0588,3.0,3.0,0,0,0,0.0,1.0,1.0,17.0,0,2,0,0
689266,Dylan Dodd,,0.0,0.33,6.0,1.8667,0.0,0.2,0.0,3.0,1,0,0,2.0,0.0,0.0,10.0,0,1,1,0
681676,Ryan Fernandez,,3.38,2.63,10.13,3.2,6.75,0.0714,0.0,2.6666666666666665,0,0,0,3.0,2.0,0.0,14.0,0,2,0,0
675660,Shane Drohan,,10.13,2.63,6.75,6.2,13.5,-0.1333,0.0,2.6666666666666665,1,0,1,2.0,4.0,0.0,15.0,1,1,0,0
681799,Ethan Roberts,,0.0,0.38,6.75,1.7,0.0,0.2,0.0,2.6666666666666665,0,0,0,2.0,0.0,0.0,10.0,0,3,0,0
656457,Tyler Gilbert,,20.25,2.63,6.75,14.825,10.13,-0.0667,6.75,2.6666666666666665,1,0,0,2.0,3.0,2.0,15.0,0,2,0,0
700413,Tyler Uberstine,,3.38,1.5,6.75,7.7,3.38,0.0909,3.38,2.6666666666666665,0,0,1,2.0,1.0,1.0,11.0,0,1,0,0
608723,Austin Voth,,3.38,1.5,3.38,3.575,3.38,0.0,0.0,2.6666666666666665,0,0,0,1.0,1.0,0.0,12.0,0,1,0,0
685126,Brandon Eisert,,15.43,3.0,7.71,2.7714,3.86,0.0714,0.0,2.3333333333333335,1,0,0,2.0,1.0,0.0,14.0,0,2,0,0
664074,Cody Ponce,,3.86,0.86,11.57,1.9143,3.86,0.2,0.0,2.3333333333333335,0,0,0,3.0,1.0,0.0,10.0,1,1,0,0
683409,Angel Chivilli,,3.86,2.14,11.57,10.0571,11.57,0.0,3.86,2.3333333333333335,0,0,0,3.0,3.0,1.0,13.0,0,2,0,0
694680,Trevor Martin,,3.86,0.86,7.71,1.4857,0.0,0.2222,0.0,2.3333333333333335,0,0,0,2.0,0.0,0.0,9.0,0,1,0,0
664076,Garrett Cleavinger,,7.71,3.0,11.57,5.7714,15.43,-0.0714,0.0,2.3333333333333335,1,1,1,3.0,4.0,0.0,14.0,0,3,0,2
664192,Joey Lucchesi,,7.71,3.43,7.71,6.6286,15.43,-0.125,0.0,2.3333333333333335,1,0,0,2.0,4.0,0.0,16.0,0,3,0,1
657649,Jared Koenig,,0.0,2.14,15.43,2.3429,7.71,0.1538,0.0,2.3333333333333335,1,0,0,4.0,2.0,0.0,13.0,0,3,0,1
686930,Mason Barnett,,0.0,1.5,4.5,5.2,9.0,-0.1111,0.0,2.0,0,0,0,1.0,2.0,0.0,9.0,0,1,0,0
656686,Corbin Martin,,0.0,1.0,4.5,3.7,4.5,0.0,0.0,2.0,0,0,0,1.0,1.0,0.0,8.0,0,2,0,0
689690,Alek Jacob,,0.0,1.0,13.5,1.7,4.5,0.2222,0.0,2.0,0,1,0,3.0,1.0,0.0,9.0,0,1,0,0
680702,Joey Gerber,,0.0,1.5,22.5,-0.3,4.5,0.4444,0.0,2.0,0,0,0,5.0,1.0,0.0,9.0,0,1,0,0
686560,Gavin Collyer,,0.0,1.5,13.5,3.2,9.0,0.1111,0.0,2.0,0,1,0,3.0,2.0,0.0,9.0,0,3,0,0
676130,José Buttó,,22.5,5.0,22.5,17.2,18.0,0.0625,9.0,2.0,0,0,0,5.0,4.0,2.0,16.0,0,3,0,0
669165,Kyle Hurt,,4.5,1.0,18.0,-0.8,0.0,0.4444,0.0,2.0,0,0,0,4.0,0.0,0.0,9.0,0,2,0,0
660787,Yerry De los Santos,,4.5,2.5,4.5,11.7,9.0,-0.1111,4.5,2.0,0,0,0,1.0,2.0,1.0,9.0,0,1,0,0
680951,Doug Nikhazy,,4.5,1.5,4.5,5.2,9.0,-0.1111,0.0,2.0,1,0,0,1.0,2.0,0.0,9.0,0,1,0,0
701656,Logan Henderson,,9.0,2.0,13.5,1.7,4.5,0.2222,0.0,2.0,0,0,0,3.0,1.0,0.0,9.0,1,1,0,0
692230,Carlos Rodriguez,,0.0,1.0,13.5,0.2,0.0,0.375,0.0,2.0,0,0,0,3.0,0.0,0.0,8.0,0,1,0,0
687377,Orlando Ribalta,,0.0,0.5,4.5,2.2,0.0,0.1667,0.0,2.0,0,0,0,1.0,0.0,0.0,6.0,0,2,1,0
691548,Rolddy Muñoz,,13.5,3.0,13.5,8.2,4.5,0.1667,4.5,2.0,0,0,0,3.0,1.0,1.0,12.0,0,1,0,0
675919,Nick Raquet,,16.2,2.4,0.0,12.8,5.4,-0.1,5.4,1.6666666666666665,1,0,0,0.0,1.0,1.0,10.0,0,2,0,0
696131,Mason Black,,0.0,2.4,10.8,2.6,5.4,0.1111,0.0,1.6666666666666665,0,0,0,2.0,1.0,0.0,9.0,0,1,0,0
682274,Yaramil Hiraldo,,21.6,4.2,10.8,23.6,21.6,-0.1667,10.8,1.6666666666666665,0,0,0,2.0,4.0,2.0,12.0,0,3,0,0
691951,Sam Aldegheri,,5.4,1.8,10.8,10.4,5.4,0.125,5.4,1.6666666666666665,1,1,0,2.0,1.0,1.0,8.0,0,1,0,0
664238,Dylan Moore,,5.4,1.2,0.0,5.0,5.4,-0.125,0.0,1.6666666666666665,0,0,0,0.0,1.0,0.0,8.0,0,2,0,0
671131,Jackson Rutledge,,47.25,6.0,13.5,4.7,13.5,0.0,0.0,1.3333333333333333,0,0,0,2.0,2.0,0.0,12.0,0,1,0,0
805326,Tyler Schweitzer,,6.75,2.25,6.75,3.95,6.75,0.0,0.0,1.3333333333333333,1,0,0,1.0,1.0,0.0,7.0,0,1,0,0
669020,Ryan Rolison,,0.0,1.0,0.0,3.2,0.0,0.0,0.0,1.0,1,0,0,0.0,0.0,0.0,3.0,0,1,0,0
687473,Ryan Gusto,,0.0,0.0,9.0,1.2,0.0,0.3333,0.0,1.0,0,0,0,1.0,0.0,0.0,3.0,0,1,0,1
642759,Julian Fernández,,18.0,4.0,9.0,7.2,18.0,-0.1429,0.0,1.0,0,0,0,1.0,2.0,0.0,7.0,0,1,0,0
664731,P.J. Higgins,,0.0,0.0,9.0,1.2,0.0,0.3333,0.0,1.0,0,0,0,1.0,0.0,0.0,3.0,0,1,0,0
701474,Duncan Davitt,,0.0,1.0,0.0,6.2,9.0,-0.3333,0.0,1.0,0,0,0,0.0,1.0,0.0,3.0,0,1,0,0
543510,James McCann,,45.0,7.0,0.0,16.2,0.0,0.0,9.0,1.0,0,0,0,0.0,0.0,1.0,10.0,0,1,0,0
500743,Miguel Rojas,,9.0,2.0,0.0,6.2,9.0,-0.1667,0.0,1.0,0,0,0,0.0,1.0,0.0,6.0,0,1,0,0
671109,Jake Eder,,9.0,2.0,0.0,6.2,9.0,-0.2,0.0,1.0,1,0,0,0.0,1.0,0.0,5.0,0,1,0,0
686894,Joey Wiemer,,9.0,3.0,0.0,6.2,9.0,-0.1429,0.0,1.0,0,0,0,0.0,1.0,0.0,7.0,0,1,0,0
696062,Wilber Dotel,,9.0,1.0,9.0,14.2,0.0,0.25,9.0,1.0,0,0,0,1.0,0.0,1.0,4.0,0,1,0,0
681432,Luke Little,,9.0,2.0,9.0,14.2,0.0,0.2,9.0,1.0,1,0,0,1.0,0.0,1.0,5.0,0,1,0,0
668834,Easton McGee,,0.0,1.0,0.0,3.2,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,3.0,0,1,0,0
624512,Reese McGuire,,0.0,0.0,0.0,3.2,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,3.0,0,1,0,0
690155,Matt Pushard,,27.0,4.0,9.0,4.2,9.0,0.0,0.0,1.0,0,0,0,1.0,1.0,0.0,7.0,0,1,0,0
683766,Christian Koss,,0.0,0.0,0.0,3.2,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,3.0,0,1,0,0
681810,Austin Warren,,13.5,3.0,13.5,19.7,0.0,0.25,13.5,0.6666666666666666,0,0,0,1.0,0.0,1.0,4.0,0,1,0,0
686475,Tyler Tolbert,,0.0,1.5,0.0,3.2,0.0,0.0,0.0,0.6666666666666666,0,0,0,0.0,0.0,0.0,2.0,0,1,0,0
676742,Cam Sanders,,54.0,6.0,27.0,1.7,13.5,0.1667,0.0,0.6666666666666666,0,0,0,2.0,1.0,0.0,6.0,0,1,0,0
595978,Austin Hedges,,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.3333333333333333,0,0,0,0.0,0.0,0.0,1.0,0,1,0,0
608032,Carlos Estévez,,162.0,18.0,0.0,60.2,54.0,-0.2857,27.0,0.3333333333333333,0,0,1,0.0,2.0,1.0,7.0,0,1,0,0
686563,Jonathan Cannon,,,,,4.35,3.2,-1.0,1.15,0.0,0,0,0,0.0,3.0,0.0,3.0,0,1,0,0
